Race_Ethc_Visa,Gender,HSGPA,SAT_Total,Entry_Term,Term.GPA,Persistence.NextYear,N.RegisteredCourse,N.Ws,N.DFs,N.As,N.PassedCourse,N.CourseTaken,Perc.PassedEnrolledCourse,Perc.Pass,Perc.Withd,N.GraduateCourse,FullTimeStudent
Hispanic,Female,100,1547,2151,3.4,1,2,2,0,0,0,0,0,NA,1,1,0
Asian,Female,83,981,2151,1.44,0,5,1,1,0,3,4,0.6,0.75,0.2,0,1
Hispanic,Female,70,1268,2151,3.76,1,3,1,0,1,2,2,0.666666667,1,0.333333333,0,0
Hispanic,Male,71,1504,2151,1.42,0,4,0,1,0,3,4,0.75,0.75,0,0,1
Multi,Female,79,1354,2151,3.33,0,4,0,1,1,3,4,0.75,0.75,0,0,1
Afram,Female,72,1188,2131,1,0,5,4,0,0,1,1,0.2,1,0.8,2,0
Multi,Female,59,930,2151,2.1,1,1,0,1,0,0,1,0,0,0,0,0
Asian,Male,85,1210,2151,2.57,1,5,0,2,2,3,5,0.6,0.6,0,0,1
Multi,Female,84,1379,2151,3.5,1,6,3,2,0,1,3,0.166666667,0.333333333,0.5,1,1
White,Male,71,1258,2151,2.14,1,3,1,0,1,2,2,0.666666667,1,0.333333333,1,0
Afram,Female,65,933,2151,2.69,1,5,1,1,1,3,4,0.6,0.75,0.2,2,1
Afram,Male,55,1113,2151,0.91,0,2,0,1,0,1,2,0.5,0.5,0,0,0
Asian,Male,85,947,2151,1.86,1,5,3,1,0,1,2,0.2,0.5,0.6,0,0
Asian,Male,90,1308,2151,2.81,1,8,1,2,1,5,7,0.625,0.714285714,0.125,3,1
White,Female,75,1304,2151,2.47,1,2,0,1,0,1,2,0.5,0.5,0,0,0
Multi,Male,80,1319,2151,1.83,0,3,0,0,1,3,3,1,1,0,1,1
White,Male,70,1448,2131,3.59,1,2,1,0,0,1,1,0.5,1,0.5,1,0
Asian,Female,76,1445,2151,1.6,0,3,1,0,0,2,2,0.666666667,1,0.333333333,2,0
Afram,Male,79,1015,2151,1.54,0,6,2,1,2,3,4,0.5,0.75,0.333333333,0,1
Asian,Female,76,1138,2151,1.63,0,3,1,1,0,1,2,0.333333333,0.5,0.333333333,0,0
Asian,Male,73,1412,2151,0.65,0,2,1,0,0,1,1,0.5,1,0.5,1,0
Multi,Male,84,1527,2151,3.47,1,7,1,1,1,5,6,0.714285714,0.833333333,0.142857143,2,1
Asian,Male,53,921,2151,0.69,0,3,1,1,0,1,2,0.333333333,0.5,0.333333333,0,0
Hispanic,Female,56,1416,2151,0.78,0,6,0,3,1,3,6,0.5,0.5,0,1,1
Asian,Female,67,1433,2151,2.34,1,4,0,0,2,4,4,1,1,0,1,1
Asian,Male,75,1082,2151,3.91,1,5,2,1,1,2,3,0.4,0.666666667,0.4,0,1
Afram,Female,67,1227,2151,3.12,0,4,0,2,0,2,4,0.5,0.5,0,1,1
Afram,Female,78,1423,2131,3.43,1,2,0,0,1,2,2,1,1,0,1,0
Afram,Male,74,1122,2151,2.98,1,2,0,1,0,1,2,0.5,0.5,0,1,0
White,Female,86,1173,2151,2.53,1,1,0,0,0,1,1,1,1,0,0,0
Asian,Female,69,950,2151,3.84,1,7,0,2,4,5,7,0.714285714,0.714285714,0,3,1
White,Male,79,1259,2151,2.97,1,5,0,3,0,2,5,0.4,0.4,0,1,1
Afram,Female,58,956,2151,1.74,0,5,0,2,2,3,5,0.6,0.6,0,1,1
Afram,Male,76,1158,2151,1.29,0,1,0,1,0,0,1,0,0,0,1,0
White,Female,54,965,2151,0.77,0,2,1,1,0,0,1,0,0,0.5,0,0
Afram,Female,86,1098,2151,1.47,1,5,0,2,1,3,5,0.6,0.6,0,3,1
Asian,Female,73,1324,2151,1.96,0,3,1,0,1,2,2,0.666666667,1,0.333333333,0,0
Multi,Male,66,1363,2151,1.13,1,2,0,0,0,2,2,1,1,0,0,0
White,Male,50,1415,2151,0.94,0,4,0,2,0,2,4,0.5,0.5,0,0,1
Multi,Female,61,1353,2151,1.88,1,2,0,1,0,1,2,0.5,0.5,0,0,0
Hispanic,Male,91,1146,2151,1.15,1,1,0,1,0,0,1,0,0,0,0,0
White,Male,83,1200,2151,3.66,1,1,0,0,1,1,1,1,1,0,0,0
Afram,Male,81,1328,2151,3.93,1,6,0,2,1,4,6,0.666666667,0.666666667,0,2,1
Multi,Male,87,1168,2151,0.52,1,3,0,0,0,3,3,1,1,0,1,1
White,Female,78,1270,2151,0.74,0,2,1,1,0,0,1,0,0,0.5,1,0
Hispanic,Female,74,973,2151,2.74,1,2,1,0,1,1,1,0.5,1,0.5,0,0
Hispanic,Female,67,972,2151,3.84,1,5,1,0,1,4,4,0.8,1,0.2,0,1
White,Male,58,1129,2151,3.55,1,4,3,0,1,1,1,0.25,1,0.75,0,0
Asian,Male,91,927,2151,2.29,1,6,1,2,0,3,5,0.5,0.6,0.166666667,1,1
White,Female,83,1382,2151,1.21,0,4,1,3,0,0,3,0,0,0.25,1,1
Afram,Male,92,918,2151,3.01,1,2,0,1,0,1,2,0.5,0.5,0,0,0
White,Male,76,1089,2151,2.24,1,4,0,2,2,2,4,0.5,0.5,0,1,1
Asian,Female,65,942,2151,2.89,1,6,2,3,0,1,4,0.166666667,0.25,0.333333333,0,1
Afram,Male,57,926,2151,2.02,1,2,2,0,0,0,0,0,NA,1,1,0
Hispanic,Male,91,1073,2151,0.93,1,1,0,0,0,1,1,1,1,0,1,0
Afram,Female,85,1172,2151,3.07,1,2,1,1,0,0,1,0,0,0.5,0,0
Hispanic,Male,73,1270,2151,2.62,1,5,0,2,0,3,5,0.6,0.6,0,0,1
Asian,Male,53,1336,2151,0.6,0,5,0,0,1,5,5,1,1,0,0,1
Multi,Female,84,1209,2131,2.87,1,4,2,0,0,2,2,0.5,1,0.5,0,0
Afram,Female,65,1415,2151,2.03,1,2,0,1,1,1,2,0.5,0.5,0,0,0
Afram,Female,74,1126,2151,2.61,1,2,0,0,1,2,2,1,1,0,0,0
Afram,Male,84,1444,2151,1.14,0,1,0,0,0,1,1,1,1,0,0,0
Hispanic,Male,77,1044,2151,1.64,1,9,0,3,1,6,9,0.666666667,0.666666667,0,1,1
White,Male,62,1020,2151,3.43,1,3,0,1,1,2,3,0.666666667,0.666666667,0,0,1
Afram,Female,62,1512,2151,3.77,1,3,0,2,0,1,3,0.333333333,0.333333333,0,2,1
Multi,Female,73,1179,2151,3.92,1,7,2,2,0,3,5,0.428571429,0.6,0.285714286,2,1
White,Male,80,1192,2151,1.96,1,4,1,2,1,1,3,0.25,0.333333333,0.25,0,1
Asian,Female,74,1342,2151,3.68,1,4,1,1,0,2,3,0.5,0.666666667,0.25,0,1
Multi,Male,77,1288,2151,2.09,1,7,3,2,0,2,4,0.285714286,0.5,0.428571429,2,1
Hispanic,Male,68,1154,2131,3.42,1,2,2,0,0,0,0,0,NA,1,0,0
Multi,Female,67,1465,2151,0.55,0,7,0,4,2,3,7,0.428571429,0.428571429,0,1,1
Asian,Male,76,1078,2151,2.01,0,6,2,2,0,2,4,0.333333333,0.5,0.333333333,1,1
White,Male,60,923,2151,1.25,1,4,1,2,1,1,3,0.25,0.333333333,0.25,2,1
Multi,Female,73,925,2151,3.3,1,6,4,1,0,1,2,0.166666667,0.5,0.666666667,0,0
Afram,Female,77,1533,2151,1.64,0,1,0,1,0,0,1,0,0,0,0,0
Multi,Female,78,993,2151,0.88,1,3,0,1,0,2,3,0.666666667,0.666666667,0,0,1
Hispanic,Male,78,981,2151,1.72,0,4,1,2,0,1,3,0.25,0.333333333,0.25,0,1
Multi,Female,79,1583,2151,3.66,1,1,0,0,0,1,1,1,1,0,0,0
Asian,Female,75,1469,2151,1.1,0,3,2,0,1,1,1,0.333333333,1,0.666666667,0,0
Hispanic,Female,86,1450,2151,2.96,1,3,0,1,2,2,3,0.666666667,0.666666667,0,0,1
Asian,Male,99,1411,2151,3.06,1,6,1,4,1,1,5,0.166666667,0.2,0.166666667,1,1
White,Male,72,1484,2151,2.74,1,3,0,1,1,2,3,0.666666667,0.666666667,0,0,1
Afram,Female,80,1125,2151,1.94,1,9,3,2,0,4,6,0.444444444,0.666666667,0.333333333,2,1
Multi,Female,75,982,2151,2.21,1,2,1,0,0,1,1,0.5,1,0.5,0,0
Asian,Female,83,1155,2151,3.27,0,2,0,2,0,0,2,0,0,0,0,0
Multi,Male,82,1545,2151,3.68,1,3,0,3,0,0,3,0,0,0,1,1
Multi,Male,70,1457,2151,2.43,1,1,0,0,1,1,1,1,1,0,0,0
Asian,Female,81,1177,2151,3.56,1,9,3,2,0,4,6,0.444444444,0.666666667,0.333333333,3,1
Multi,Male,67,1522,2151,1.84,1,4,0,1,0,3,4,0.75,0.75,0,0,1
Hispanic,Female,92,1223,2151,1.6,1,5,1,2,2,2,4,0.4,0.5,0.2,0,1
Afram,Male,79,1292,2131,1.47,0,2,1,0,0,1,1,0.5,1,0.5,1,0
Asian,Male,55,1203,2151,2.56,1,3,2,0,0,1,1,0.333333333,1,0.666666667,1,0
White,Female,64,1599,2151,2.3,1,8,0,3,2,5,8,0.625,0.625,0,0,1
Hispanic,Male,100,1146,2151,2.11,1,3,0,1,0,2,3,0.666666667,0.666666667,0,2,1
Asian,Female,65,1259,2151,0.64,1,2,0,1,0,1,2,0.5,0.5,0,1,0
Asian,Female,91,1576,2151,3.56,1,2,0,2,0,0,2,0,0,0,1,0
Afram,Male,90,1515,2151,1.97,0,3,0,2,0,1,3,0.333333333,0.333333333,0,0,1
White,Female,86,1209,2151,1.49,1,1,1,0,0,0,0,0,NA,1,0,0
Asian,Male,82,1255,2151,1.49,1,2,1,0,1,1,1,0.5,1,0.5,0,0
Hispanic,Male,71,1422,2151,1.99,1,4,1,1,0,2,3,0.5,0.666666667,0.25,3,1
Asian,Female,54,1060,2151,0.93,0,3,0,3,0,0,3,0,0,0,1,1
Multi,Male,90,1559,2131,1.32,1,3,2,0,1,1,1,0.333333333,1,0.666666667,2,0
White,Female,82,953,2151,3.32,0,2,0,1,0,1,2,0.5,0.5,0,0,0
White,Male,73,1110,2151,0.58,0,2,0,2,0,0,2,0,0,0,0,0
Multi,Female,65,1269,2151,3.38,1,2,1,0,1,1,1,0.5,1,0.5,1,0
Asian,Male,54,1370,2151,0.87,0,3,0,2,1,1,3,0.333333333,0.333333333,0,1,1
White,Female,70,906,2151,3.75,1,2,0,0,1,2,2,1,1,0,0,0
Asian,Female,64,980,2151,3.7,1,3,0,0,0,3,3,1,1,0,0,1
White,Female,87,1322,2151,1.84,1,1,1,0,0,0,0,0,NA,1,0,0
Multi,Female,85,959,2151,2.59,1,2,0,1,1,1,2,0.5,0.5,0,1,0
White,Male,88,987,2151,3.51,1,3,0,2,1,1,3,0.333333333,0.333333333,0,0,1
Asian,Male,87,995,2151,0.72,1,2,1,0,1,1,1,0.5,1,0.5,0,0
Afram,Male,76,1351,2131,3.55,1,1,1,0,0,0,0,0,NA,1,0,0
White,Male,91,1500,2151,3.75,1,5,1,1,0,3,4,0.6,0.75,0.2,3,1
Hispanic,Female,81,1477,2151,1.58,0,5,2,3,0,0,3,0,0,0.4,2,1
Hispanic,Male,91,1157,2151,1.96,1,4,0,2,1,2,4,0.5,0.5,0,2,1
Hispanic,Male,72,1283,2151,2.92,1,6,1,3,1,2,5,0.333333333,0.4,0.166666667,2,1
Multi,Female,76,1382,2151,1.12,0,3,0,2,1,1,3,0.333333333,0.333333333,0,0,1
White,Female,70,1096,2151,1.23,1,2,0,0,2,2,2,1,1,0,0,0
Afram,Male,66,1216,2151,1.65,1,3,1,0,1,2,2,0.666666667,1,0.333333333,2,0
Hispanic,Female,72,1469,2151,3.64,1,3,1,1,0,1,2,0.333333333,0.5,0.333333333,0,0
Hispanic,Male,86,1222,2151,2.18,1,5,0,1,1,4,5,0.8,0.8,0,1,1
Hispanic,Female,72,1477,2151,3,1,1,0,1,0,0,1,0,0,0,0,0
Hispanic,Female,73,1479,2131,3.06,1,1,1,0,0,0,0,0,NA,1,0,0
Afram,Male,72,958,2151,1.11,1,5,0,3,1,2,5,0.4,0.4,0,3,1
Multi,Female,88,1526,2151,0.92,0,2,0,2,0,0,2,0,0,0,1,0
Asian,Male,92,1126,2151,3.99,1,3,0,1,0,2,3,0.666666667,0.666666667,0,0,1
Asian,Male,82,1334,2151,1.18,0,1,0,0,0,1,1,1,1,0,0,0
Afram,Female,85,1544,2151,3.31,1,3,1,2,0,0,2,0,0,0.333333333,0,0
Multi,Female,70,1492,2151,1.22,0,4,1,2,0,1,3,0.25,0.333333333,0.25,0,1
Asian,Male,76,1068,2151,1.81,0,3,2,0,0,1,1,0.333333333,1,0.666666667,0,0
Multi,Male,90,1012,2151,3.29,1,1,0,1,0,0,1,0,0,0,0,0
Hispanic,Female,56,1556,2151,1.32,0,3,0,2,0,1,3,0.333333333,0.333333333,0,0,1
White,Male,68,1084,2151,3.31,0,5,1,2,0,2,4,0.4,0.5,0.2,2,1
Asian,Male,99,1248,2131,3.59,1,5,0,2,2,3,5,0.6,0.6,0,0,1
White,Female,83,1522,2151,2.23,1,1,0,1,0,0,1,0,0,0,0,0
Asian,Male,80,970,2151,3.03,1,4,0,3,0,1,4,0.25,0.25,0,2,1
Afram,Male,71,1171,2151,3.27,1,3,0,1,1,2,3,0.666666667,0.666666667,0,2,1
Multi,Female,96,1099,2151,1.69,1,5,2,2,0,1,3,0.2,0.333333333,0.4,0,1
Asian,Female,75,1580,2151,0.53,0,5,0,3,0,2,5,0.4,0.4,0,0,1
Afram,Male,60,1211,2151,3.01,1,3,0,0,2,3,3,1,1,0,0,1
Afram,Female,58,1065,2151,0.65,0,4,1,1,0,2,3,0.5,0.666666667,0.25,1,1
White,Female,58,1282,2151,3.41,1,4,0,2,0,2,4,0.5,0.5,0,0,1
Afram,Male,94,1217,2151,1.97,1,7,0,4,3,3,7,0.428571429,0.428571429,0,1,1
White,Male,68,1126,2151,3.14,0,5,0,2,1,3,5,0.6,0.6,0,2,1
Asian,Female,74,1350,2131,1.83,1,1,0,0,0,1,1,1,1,0,0,0
Multi,Female,89,1194,2131,1.51,1,4,0,3,1,1,4,0.25,0.25,0,0,1
Asian,Female,79,952,2151,2.97,1,3,0,1,0,2,3,0.666666667,0.666666667,0,0,1
White,Male,52,921,2151,1.81,0,2,0,0,0,2,2,1,1,0,0,0
Asian,Male,75,955,2151,1.98,0,4,1,0,1,3,3,0.75,1,0.25,0,1
Asian,Male,73,988,2151,3.15,1,2,0,2,0,0,2,0,0,0,0,0
White,Male,81,1088,2151,1.83,0,4,1,0,0,3,3,0.75,1,0.25,0,1
White,Male,95,1463,2151,3.61,1,2,0,1,0,1,2,0.5,0.5,0,1,0
White,Female,87,1408,2151,2.04,1,5,0,3,1,2,5,0.4,0.4,0,0,1
Multi,Female,60,1125,2151,1.96,0,4,0,3,0,1,4,0.25,0.25,0,1,1
Multi,Male,89,1124,2151,0.82,0,5,0,3,1,2,5,0.4,0.4,0,0,1
Asian,Male,82,1178,2151,0.81,0,5,0,2,0,3,5,0.6,0.6,0,0,1
Afram,Female,81,921,2151,2.92,1,5,0,2,3,3,5,0.6,0.6,0,0,1
Multi,Female,75,910,2151,1.51,0,4,0,3,1,1,4,0.25,0.25,0,0,1
Asian,Male,88,1008,2151,2.65,1,3,1,0,0,2,2,0.666666667,1,0.333333333,1,0
Asian,Male,94,1119,2151,2.38,1,2,0,1,0,1,2,0.5,0.5,0,0,0
Multi,Female,85,1065,2151,0.58,0,2,0,0,0,2,2,1,1,0,0,0
Hispanic,Male,80,1289,2151,1.6,0,8,0,3,2,5,8,0.625,0.625,0,2,1
Multi,Male,83,1196,2151,2.92,1,2,0,1,0,1,2,0.5,0.5,0,0,0
Hispanic,Female,85,1161,2151,2.53,1,3,1,1,0,1,2,0.333333333,0.5,0.333333333,1,0
Hispanic,Male,68,1359,2151,2.17,1,3,0,1,1,2,3,0.666666667,0.666666667,0,1,1
White,Female,74,1477,2151,3.7,1,4,0,1,0,3,4,0.75,0.75,0,0,1
Asian,Female,87,1199,2131,0.62,0,1,0,0,0,1,1,1,1,0,0,0
Hispanic,Female,76,923,2151,2.27,1,5,1,2,1,2,4,0.4,0.5,0.2,1,1
Asian,Male,89,1182,2151,3.42,1,3,0,2,0,1,3,0.333333333,0.333333333,0,1,1
Afram,Female,76,909,2151,3.26,1,1,0,0,1,1,1,1,1,0,0,0
Asian,Male,93,1266,2151,0.98,1,5,1,1,1,3,4,0.6,0.75,0.2,0,1
Hispanic,Female,72,1312,2151,3.6,1,7,2,1,1,4,5,0.571428571,0.8,0.285714286,1,1
Asian,Female,80,978,2151,0.87,0,9,0,3,2,6,9,0.666666667,0.666666667,0,0,1
Multi,Female,72,912,2151,1.62,1,6,0,2,1,4,6,0.666666667,0.666666667,0,3,1
Afram,Female,98,931,2151,2.37,1,7,1,2,1,4,6,0.571428571,0.666666667,0.142857143,0,1
White,Female,55,1278,2151,2.48,1,8,0,1,2,7,8,0.875,0.875,0,2,1
White,Male,79,1400,2151,1.21,0,2,0,0,0,2,2,1,1,0,0,0
Hispanic,Male,72,1600,2131,3.68,1,2,0,1,0,1,2,0.5,0.5,0,0,0
Multi,Male,67,938,2151,1.77,1,4,2,0,1,2,2,0.5,1,0.5,1,0
White,Male,55,1099,2151,3.22,1,6,0,3,0,3,6,0.5,0.5,0,1,1
Afram,Male,99,1256,2151,2.3,1,2,0,1,0,1,2,0.5,0.5,0,1,0
Afram,Female,63,1496,2151,2.7,1,4,2,0,1,2,2,0.5,1,0.5,0,0
Multi,Female,70,1396,2151,3.49,1,3,0,0,2,3,3,1,1,0,0,1
Hispanic,Female,60,991,2151,2.33,1,3,1,2,0,0,2,0,0,0.333333333,0,0
Hispanic,Male,59,1349,2151,0.6,0,3,0,2,1,1,3,0.333333333,0.333333333,0,0,1
Multi,Male,98,1300,2151,3.73,1,1,0,1,0,0,1,0,0,0,0,0
Afram,Female,72,901,2151,1.4,1,5,0,2,1,3,5,0.6,0.6,0,0,1
Asian,Female,67,1374,2151,1.31,1,2,0,1,0,1,2,0.5,0.5,0,1,0
White,Male,69,1113,2131,3.83,1,1,0,0,1,1,1,1,1,0,0,0
Asian,Female,64,1415,2151,2.41,1,3,0,2,1,1,3,0.333333333,0.333333333,0,1,1
Afram,Female,71,1297,2151,3.77,1,4,1,0,1,3,3,0.75,1,0.25,1,1
Asian,Male,61,1421,2151,2.97,1,4,1,2,0,1,3,0.25,0.333333333,0.25,0,1
White,Female,78,1275,2151,0.6,0,5,2,2,0,1,3,0.2,0.333333333,0.4,1,1
White,Female,59,1118,2151,0.98,1,4,1,0,1,3,3,0.75,1,0.25,1,1
Multi,Male,98,1535,2151,2.65,1,5,1,2,1,2,4,0.4,0.5,0.2,0,1
Multi,Female,62,928,2151,3.39,1,4,2,1,0,1,2,0.25,0.5,0.5,0,0
Hispanic,Male,74,1329,2151,3.79,1,5,1,2,1,2,4,0.4,0.5,0.2,0,1
Asian,Male,59,1320,2151,1.22,1,3,2,1,0,0,1,0,0,0.666666667,0,0
Afram,Male,73,1589,2151,0.69,0,3,1,1,1,1,2,0.333333333,0.5,0.333333333,0,0
White,Male,87,1569,2131,2.99,1,3,1,0,0,2,2,0.666666667,1,0.333333333,0,0
White,Female,73,1063,2151,0.99,1,3,0,0,0,3,3,1,1,0,0,1
Hispanic,Female,65,1048,2151,0.92,1,3,1,0,1,2,2,0.666666667,1,0.333333333,0,0
Hispanic,Female,88,1389,2151,3.88,1,1,0,1,0,0,1,0,0,0,0,0
Hispanic,Female,57,962,2151,1.58,0,5,0,1,0,4,5,0.8,0.8,0,1,1
Hispanic,Female,51,1405,2151,1.91,0,6,1,2,1,3,5,0.5,0.6,0.166666667,1,1
Hispanic,Male,63,1157,2151,2.57,1,4,1,1,2,2,3,0.5,0.666666667,0.25,0,1
Multi,Female,82,1086,2151,2,0,6,1,2,1,3,5,0.5,0.6,0.166666667,1,1
White,Female,84,1578,2151,1.91,1,4,1,2,0,1,3,0.25,0.333333333,0.25,0,1
White,Male,65,1216,2151,3.84,1,2,0,0,1,2,2,1,1,0,0,0
White,Female,84,1049,2151,2.54,1,2,0,0,2,2,2,1,1,0,0,0
Afram,Female,97,1461,2131,3.99,1,3,1,1,1,1,2,0.333333333,0.5,0.333333333,0,0
Afram,Female,83,1045,2151,2.16,1,2,0,0,1,2,2,1,1,0,0,0
Afram,Female,73,1174,2151,2.38,1,1,0,0,1,1,1,1,1,0,1,0
White,Male,58,1594,2151,2.64,1,6,0,2,0,4,6,0.666666667,0.666666667,0,1,1
Afram,Female,87,1359,2151,1.14,0,3,1,0,0,2,2,0.666666667,1,0.333333333,1,0
Asian,Female,81,1554,2151,1.08,0,1,0,0,0,1,1,1,1,0,0,0
Multi,Female,66,1354,2151,3.98,1,3,0,1,0,2,3,0.666666667,0.666666667,0,0,1
White,Female,62,969,2151,3.66,1,1,0,0,1,1,1,1,1,0,0,0
Afram,Female,75,1126,2151,0.62,0,2,1,0,0,1,1,0.5,1,0.5,0,0
Multi,Female,83,1206,2151,2.23,1,3,1,0,1,2,2,0.666666667,1,0.333333333,0,0
Asian,Female,88,1215,2151,1.25,1,4,1,2,0,1,3,0.25,0.333333333,0.25,0,1
Multi,Female,74,1375,2131,1.31,1,5,0,1,0,4,5,0.8,0.8,0,1,1
Multi,Female,84,1070,2151,3.61,1,3,3,0,0,0,0,0,NA,1,0,0
Hispanic,Male,89,1073,2151,1.34,0,4,1,1,0,2,3,0.5,0.666666667,0.25,0,1
Hispanic,Female,71,1524,2151,2.67,1,3,1,1,1,1,2,0.333333333,0.5,0.333333333,1,0
Asian,Male,93,1022,2151,2.55,1,3,0,1,1,2,3,0.666666667,0.666666667,0,2,1
Hispanic,Female,86,1122,2151,1.49,0,4,3,0,0,1,1,0.25,1,0.75,0,0
Afram,Female,68,1038,2151,1.07,1,5,0,2,0,3,5,0.6,0.6,0,0,1
Asian,Female,85,1553,2151,1.64,0,8,1,3,0,4,7,0.5,0.571428571,0.125,0,1
Multi,Male,58,1182,2151,1.83,0,1,1,0,0,0,0,0,NA,1,1,0
White,Male,51,1547,2151,0.9,0,4,2,2,0,0,2,0,0,0.5,0,0
Afram,Male,77,1023,2151,1.26,0,5,1,1,1,3,4,0.6,0.75,0.2,2,1
Afram,Male,91,1269,2131,3.56,1,4,0,0,0,4,4,1,1,0,0,1
Hispanic,Female,70,1251,2151,2.23,1,1,0,1,0,0,1,0,0,0,0,0
Afram,Male,70,1513,2151,2.58,1,7,1,3,1,3,6,0.428571429,0.5,0.142857143,2,1
White,Female,90,1136,2151,2.91,1,4,1,1,1,2,3,0.5,0.666666667,0.25,1,1
White,Female,72,964,2151,2.17,1,5,0,2,1,3,5,0.6,0.6,0,2,1
Asian,Female,72,1456,2151,2.44,1,4,0,1,0,3,4,0.75,0.75,0,1,1
Afram,Female,94,1179,2151,3.54,1,5,1,0,2,4,4,0.8,1,0.2,0,1
White,Female,71,987,2151,2.53,1,1,0,0,1,1,1,1,1,0,0,0
Multi,Male,83,919,2151,1.47,0,2,1,0,0,1,1,0.5,1,0.5,0,0
Asian,Female,80,926,2151,0.53,1,2,0,2,0,0,2,0,0,0,0,0
Afram,Female,74,1080,2131,0.7,0,2,0,0,0,2,2,1,1,0,0,0
Hispanic,Female,58,1590,2151,3.87,1,6,1,2,2,3,5,0.5,0.6,0.166666667,0,1
Afram,Female,74,1407,2151,2.47,1,1,0,1,0,0,1,0,0,0,0,0
Asian,Female,98,1527,2151,1.44,1,1,0,1,0,0,1,0,0,0,0,0
Multi,Male,77,1349,2151,3.7,1,3,0,1,0,2,3,0.666666667,0.666666667,0,1,1
Asian,Male,66,1176,2151,2.64,1,3,1,2,0,0,2,0,0,0.333333333,1,0
Asian,Male,71,1323,2151,3.52,1,6,1,0,3,5,5,0.833333333,1,0.166666667,1,1
White,Female,83,1062,2151,3.33,0,3,0,2,0,1,3,0.333333333,0.333333333,0,0,1
Afram,Female,67,1115,2151,3.73,1,4,2,0,1,2,2,0.5,1,0.5,1,0
Hispanic,Male,88,983,2151,1.77,1,2,0,1,0,1,2,0.5,0.5,0,0,0
White,Female,97,1517,2151,3.27,1,3,2,0,0,1,1,0.333333333,1,0.666666667,1,0
Afram,Male,81,1138,2131,3.02,1,4,0,1,2,3,4,0.75,0.75,0,2,1
White,Female,69,1258,2151,3.84,1,5,2,1,2,2,3,0.4,0.666666667,0.4,1,1
Asian,Female,67,1076,2151,1.27,0,1,0,1,0,0,1,0,0,0,0,0
Multi,Female,73,1252,2151,3.33,0,1,0,1,0,0,1,0,0,0,0,0
Multi,Male,68,913,2151,3.16,1,5,0,2,1,3,5,0.6,0.6,0,1,1
Asian,Male,98,1435,2151,3.2,1,2,0,0,1,2,2,1,1,0,0,0
Hispanic,Female,78,909,2151,3.66,1,4,0,1,1,3,4,0.75,0.75,0,1,1
Asian,Male,85,1050,2151,1.51,0,5,0,2,1,3,5,0.6,0.6,0,2,1
Afram,Female,59,1288,2151,1.61,0,3,0,2,0,1,3,0.333333333,0.333333333,0,0,1
Afram,Male,94,1238,2151,2.72,1,3,0,1,0,2,3,0.666666667,0.666666667,0,1,1
White,Male,55,1056,2151,2.16,1,3,1,1,1,1,2,0.333333333,0.5,0.333333333,0,0
Afram,Female,96,1468,2131,3.2,1,3,1,1,1,1,2,0.333333333,0.5,0.333333333,1,0
Asian,Female,68,957,2151,0.84,0,9,2,4,0,3,7,0.333333333,0.428571429,0.222222222,1,1
Asian,Female,71,1119,2151,2.75,1,6,1,0,1,5,5,0.833333333,1,0.166666667,1,1
Asian,Male,56,1357,2151,3.86,1,3,1,0,1,2,2,0.666666667,1,0.333333333,0,0
Hispanic,Female,71,1501,2151,2.07,1,4,0,3,0,1,4,0.25,0.25,0,1,1
White,Female,65,1134,2151,1.23,0,4,1,2,0,1,3,0.25,0.333333333,0.25,0,1
Multi,Male,68,1216,2151,0.52,0,7,1,5,0,1,6,0.142857143,0.166666667,0.142857143,2,1
Multi,Female,65,1199,2151,2.54,1,3,1,0,1,2,2,0.666666667,1,0.333333333,1,0
Hispanic,Male,69,1051,2151,3.27,0,3,0,2,0,1,3,0.333333333,0.333333333,0,1,1
Asian,Male,73,1187,2151,1.38,0,1,0,1,0,0,1,0,0,0,0,0
Asian,Male,82,1234,2151,2.56,1,3,1,1,0,1,2,0.333333333,0.5,0.333333333,1,0
Asian,Female,71,1310,2131,3.34,1,1,0,1,0,0,1,0,0,0,0,0
Afram,Male,63,1389,2151,1.82,0,4,1,1,1,2,3,0.5,0.666666667,0.25,2,1
Hispanic,Male,70,1307,2151,3.89,1,4,1,1,0,2,3,0.5,0.666666667,0.25,1,1
White,Female,54,1237,2151,1.96,0,6,0,2,1,4,6,0.666666667,0.666666667,0,2,1
Multi,Female,73,1532,2151,3.69,1,2,0,0,0,2,2,1,1,0,0,0
Asian,Male,75,1564,2151,1.79,1,7,2,4,0,1,5,0.142857143,0.2,0.285714286,3,1
Afram,Female,91,1332,2151,2.75,1,4,1,2,0,1,3,0.25,0.333333333,0.25,1,1
White,Female,85,1063,2151,3.59,1,2,0,1,0,1,2,0.5,0.5,0,0,0
White,Male,100,1277,2151,3.56,1,7,0,0,2,7,7,1,1,0,1,1
Hispanic,Female,67,1114,2151,1.45,1,1,0,1,0,0,1,0,0,0,0,0
Hispanic,Male,93,1086,2151,1.36,1,5,2,1,2,2,3,0.4,0.666666667,0.4,1,1
Afram,Male,98,1307,2131,1.08,1,1,0,0,1,1,1,1,1,0,0,0
Multi,Female,61,1581,2151,3.99,1,5,1,1,1,3,4,0.6,0.75,0.2,1,1
Hispanic,Female,57,1512,2151,0.57,0,3,0,2,0,1,3,0.333333333,0.333333333,0,1,1
Hispanic,Female,83,1220,2151,2.72,1,3,1,1,0,1,2,0.333333333,0.5,0.333333333,0,0
